sku,nombre,categoria,subcategoria,marca,calibre_awg,num_conductores,voltaje,apantallado,chaqueta,norma,aplicacion,potencia_hp,voltaje_entrada,serie,descripcion_corta,imagen
31368680001,TERMOFLEX EXZHELLENT 3x12 AWG (4mm2) Cu (cobre) 300V 60°C,Cable flexible,Termoflex Exzhellent,Procables,12,3,300 V,,,NTC 3534 / IEC 60227,"Conexiones móviles; electrodomésticos, herramientas portátiles y equipos industriales",,,,TERMOFLEX EXZHELLENT 3x12 AWG (4mm2) Cu (cobre) 300V 60°C,
31368660001,TERMOFLEX MULTIPROPÓSITO 2x10 AWG Cu (cobre) (J) PVC 300V 60°C,Cable flexible,Termoflex Multipropósito,Procables,10,2,300 V,,,NTC 3534 / IEC 60227,"Conexiones móviles; electrodomésticos, herramientas portátiles y equipos industriales",,,,TERMOFLEX MULTIPROPÓSITO 2x10 AWG Cu (cobre) (J) PVC 300V 60°C,
31368640001,TERMOFLEX MULTIPROPÓSITO 2x12 AWG Cu (cobre) (J) PVC 300V 60°C,Cable flexible,Termoflex Multipropósito,Procables,12,2,300 V,,,NTC 3534 / IEC 60227,"Conexiones móviles; electrodomésticos, herramientas portátiles y equipos industriales",,,,TERMOFLEX MULTIPROPÓSITO 2x12 AWG Cu (cobre) (J) PVC 300V 60°C,
31368620001,TERMOFLEX MULTIPROPÓSITO 2x14 AWG Cu (cobre) (J) PVC 300V 60°C,Cable flexible,Termoflex Multipropósito,Procables,14,2,300 V,,,NTC 3534 / IEC 60227,"Conexiones móviles; electrodomésticos, herramientas portátiles y equipos industriales",,,,TERMOFLEX MULTIPROPÓSITO 2x14 AWG Cu (cobre) (J) PVC 300V 60°C,
31368600001,TERMOFLEX MULTIPROPÓSITO 2x16 AWG Cu (cobre) (J) PVC 300V 60°C,Cable flexible,Termoflex Multipropósito,Procables,16,2,300 V,,,NTC 3534 / IEC 60227,"Conexiones móviles; electrodomésticos, herramientas portátiles y equipos industriales",,,,TERMOFLEX MULTIPROPÓSITO 2x16 AWG Cu (cobre) (J) PVC 300V 60°C,
31368580001,TERMOFLEX MULTIPROPÓSITO 2x18 AWG Cu (cobre) (J) PVC 300V 60°C,Cable flexible,Termoflex Multipropósito,Procables,18,2,300 V,,,NTC 3534 / IEC 60227,"Conexiones móviles; electrodomésticos, herramientas portátiles y equipos industriales",,,,TERMOFLEX MULTIPROPÓSITO 2x18 AWG Cu (cobre) (J) PVC 300V 60°C,
31368560001,TERMOFLEX MULTIPROPÓSITO 2x20 AWG Cu (cobre) (J) PVC 300V 60°C,Cable flexible,Termoflex Multipropósito,Procables,20,2,300 V,,,NTC 3534 / IEC 60227,"Conexiones móviles; electrodomésticos, herramientas portátiles y equipos industriales",,,,TERMOFLEX MULTIPROPÓSITO 2x20 AWG Cu (cobre) (J) PVC 300V 60°C,
31368540001,TERMOFLEX MULTIPROPÓSITO 3x10 AWG Cu (cobre) (J) PVC 300V 60°C,Cable flexible,Termoflex Multipropósito,Procables,10,3,300 V,,,NTC 3534 / IEC 60227,"Conexiones móviles; electrodomésticos, herramientas portátiles y equipos industriales",,,,TERMOFLEX MULTIPROPÓSITO 3x10 AWG Cu (cobre) (J) PVC 300V 60°C,
31368520001,TERMOFLEX MULTIPROPÓSITO 3x12 AWG Cu (cobre) (J) PVC 300V 60°C,Cable flexible,Termoflex Multipropósito,Procables,12,3,300 V,,,NTC 3534 / IEC 60227,"Conexiones móviles; electrodomésticos, herramientas portátiles y equipos industriales",,,,TERMOFLEX MULTIPROPÓSITO 3x12 AWG Cu (cobre) (J) PVC 300V 60°C,
31368500001,TERMOFLEX MULTIPROPÓSITO 3x14 AWG Cu (cobre) (J) PVC 300V 60°C,Cable flexible,Termoflex Multipropósito,Procables,14,3,300 V,,,NTC 3534 / IEC 60227,"Conexiones móviles; electrodomésticos, herramientas portátiles y equipos industriales",,,,TERMOFLEX MULTIPROPÓSITO 3x14 AWG Cu (cobre) (J) PVC 300V 60°C,
31368480001,TERMOFLEX MULTIPROPÓSITO 3x16 AWG Cu (cobre) (J) PVC 300V 60°C,Cable flexible,Termoflex Multipropósito,Procables,16,3,300 V,,,NTC 3534 / IEC 60227,"Conexiones móviles; electrodomésticos, herramientas portátiles y equipos industriales",,,,TERMOFLEX MULTIPROPÓSITO 3x16 AWG Cu (cobre) (J) PVC 300V 60°C,
31368460001,TERMOFLEX MULTIPROPÓSITO 3x18 AWG Cu (cobre) (J) PVC 300V 60°C,Cable flexible,Termoflex Multipropósito,Procables,18,3,300 V,,,NTC 3534 / IEC 60227,"Conexiones móviles; electrodomésticos, herramientas portátiles y equipos industriales",,,,TERMOFLEX MULTIPROPÓSITO 3x18 AWG Cu (cobre) (J) PVC 300V 60°C,
31368440001,TERMOFLEX MULTIPROPÓSITO 3x20 AWG Cu (cobre) (J) PVC 300V 60°C,Cable flexible,Termoflex Multipropósito,Procables,20,3,300 V,,,NTC 3534 / IEC 60227,"Conexiones móviles; electrodomésticos, herramientas portátiles y equipos industriales",,,,TERMOFLEX MULTIPROPÓSITO 3x20 AWG Cu (cobre) (J) PVC 300V 60°C,
32352320101,THHW 2 AWG (33.6 mm2) AA8000,Cables de aluminio,THHW,Procables,2,,,,,NTC 1580 / ICONTEC,Instalaciones eléctricas industriales y comerciales en lugares secos; tableros y canalizaciones,,,,THHW 2 AWG (33.6 mm2) AA8000,
32352320201,THHW 1 AWG (42.4 mm2) AA8000,Cables de aluminio,THHW,Procables,1,,,,,NTC 1580 / ICONTEC,Instalaciones eléctricas industriales y comerciales en lugares secos; tableros y canalizaciones,,,,THHW 1 AWG (42.4 mm2) AA8000,
32352320301,THHW 1/0 AWG (53.5 mm2) AA8000,Cables de aluminio,THHW,Procables,1/0,,,,,NTC 1580 / ICONTEC,Instalaciones eléctricas industriales y comerciales en lugares secos; tableros y canalizaciones,,,,THHW 1/0 AWG (53.5 mm2) AA8000,
32352340101,THHW 1/0 AWG (53.5 mm2),Cables de aluminio,THHW,Procables,1/0,,,,,NTC 1580 / ICONTEC,Instalaciones eléctricas industriales y comerciales en lugares secos; tableros y canalizaciones,,,,THHW 1/0 AWG (53.5 mm2),
32352350101,THHW 2/0 AWG (67.4 mm2),Cables de aluminio,THHW,Procables,2/0,,,,,NTC 1580 / ICONTEC,Instalaciones eléctricas industriales y comerciales en lugares secos; tableros y canalizaciones,,,,THHW 2/0 AWG (67.4 mm2),
32352360101,THHW 3/0 AWG (85 mm2),Cables de aluminio,THHW,Procables,3/0,,,,,NTC 1580 / ICONTEC,Instalaciones eléctricas industriales y comerciales en lugares secos; tableros y canalizaciones,,,,THHW 3/0 AWG (85 mm2),
32352370101,THHW 4/0 AWG (107 mm2),Cables de aluminio,THHW,Procables,4/0,,,,,NTC 1580 / ICONTEC,Instalaciones eléctricas industriales y comerciales en lugares secos; tableros y canalizaciones,,,,THHW 4/0 AWG (107 mm2),
32352380101,THHW 250 kcmil (127 mm2),Cables de aluminio,THHW,Procables,250 kcmil,,,,,NTC 1580 / ICONTEC,Instalaciones eléctricas industriales y comerciales en lugares secos; tableros y canalizaciones,,,,THHW 250 kcmil (127 mm2),
32352390101,THHW 350 kcmil (177 mm2),Cables de aluminio,THHW,Procables,350 kcmil,,,,,NTC 1580 / ICONTEC,Instalaciones eléctricas industriales y comerciales en lugares secos; tableros y canalizaciones,,,,THHW 350 kcmil (177 mm2),
32352400101,THHW 500 kcmil (253 mm2),Cables de aluminio,THHW,Procables,500 kcmil,,,,,NTC 1580 / ICONTEC,Instalaciones eléctricas industriales y comerciales en lugares secos; tableros y canalizaciones,,,,THHW 500 kcmil (253 mm2),
32352730101,EXZHELLENT 2 AWG (35mm2) AA8000,Cables de aluminio,Exzhellent,Procables,2,,,,,NTC 1580 / ICONTEC,Instalaciones eléctricas industriales y comerciales en lugares secos; tableros y canalizaciones,,,,EXZHELLENT 2 AWG (35mm2) AA8000,
32352740101,EXZHELLENT 1 AWG (42.4mm2) AA8000,Cables de aluminio,Exzhellent,Procables,1,,,,,NTC 1580 / ICONTEC,Instalaciones eléctricas industriales y comerciales en lugares secos; tableros y canalizaciones,,,,EXZHELLENT 1 AWG (42.4mm2) AA8000,
32352750101,EXZHELLENT 1/0 AWG (53.5mm2) AA8000,Cables de aluminio,Exzhellent,Procables,1/0,,,,,NTC 1580 / ICONTEC,Instalaciones eléctricas industriales y comerciales en lugares secos; tableros y canalizaciones,,,,EXZHELLENT 1/0 AWG (53.5mm2) AA8000,
32352760101,EXZHELLENT 2/0 AWG (67.4mm2) AA8000,Cables de aluminio,Exzhellent,Procables,2/0,,,,,NTC 1580 / ICONTEC,Instalaciones eléctricas industriales y comerciales en lugares secos; tableros y canalizaciones,,,,EXZHELLENT 2/0 AWG (67.4mm2) AA8000,
32352770101,EXZHELLENT 3/0 AWG (85mm2) AA8000,Cables de aluminio,Exzhellent,Procables,3/0,,,,,NTC 1580 / ICONTEC,Instalaciones eléctricas industriales y comerciales en lugares secos; tableros y canalizaciones,,,,EXZHELLENT 3/0 AWG (85mm2) AA8000,
32352780101,EXZHELLENT 4/0 AWG (107mm2) AA8000,Cables de aluminio,Exzhellent,Procables,4/0,,,,,NTC 1580 / ICONTEC,Instalaciones eléctricas industriales y comerciales en lugares secos; tableros y canalizaciones,,,,EXZHELLENT 4/0 AWG (107mm2) AA8000,
32352790101,EXZHELLENT 250 kcmil (127mm2) AA8000,Cables de aluminio,Exzhellent,Procables,250 kcmil,,,,,NTC 1580 / ICONTEC,Instalaciones eléctricas industriales y comerciales en lugares secos; tableros y canalizaciones,,,,EXZHELLENT 250 kcmil (127mm2) AA8000,
32352800101,EXZHELLENT 350 kcmil (177mm2) AA8000,Cables de aluminio,Exzhellent,Procables,350 kcmil,,,,,NTC 1580 / ICONTEC,Instalaciones eléctricas industriales y comerciales en lugares secos; tableros y canalizaciones,,,,EXZHELLENT 350 kcmil (177mm2) AA8000,
32352810101,EXZHELLENT 500 kcmil (253mm2) AA8000,Cables de aluminio,Exzhellent,Procables,500 kcmil,,,,,NTC 1580 / ICONTEC,Instalaciones eléctricas industriales y comerciales en lugares secos; tableros y canalizaciones,,,,EXZHELLENT 500 kcmil (253mm2) AA8000,
32480055000,ACSR 4/0 AWG PENGUIN,Cables de distribución,ACSR,Procables,4/0,,,,,ASTM B232 / NTC 1795,Redes de distribución aérea de energía eléctrica,,,,ACSR 4/0 AWG PENGUIN,
32480050000,ACSR 2/0 AWG PARTRIDGE,Cables de distribución,ACSR,Procables,2/0,,,,,ASTM B232 / NTC 1795,Redes de distribución aérea de energía eléctrica,,,,ACSR 2/0 AWG PARTRIDGE,
32480045000,ACSR 1/0 AWG RAVEN,Cables de distribución,ACSR,Procables,1/0,,,,,ASTM B232 / NTC 1795,Redes de distribución aérea de energía eléctrica,,,,ACSR 1/0 AWG RAVEN,
32480040000,ACSR 2 AWG SPARATE,Cables de distribución,ACSR,Procables,2,,,,,ASTM B232 / NTC 1795,Redes de distribución aérea de energía eléctrica,,,,ACSR 2 AWG SPARATE,
32480035000,ACSR 4 AWG PENGUIN,Cables de distribución,ACSR,Procables,4,,,,,ASTM B232 / NTC 1795,Redes de distribución aérea de energía eléctrica,,,,ACSR 4 AWG PENGUIN,
32481200001,ACSR 2/0 SWANATE,Cables de distribución,ACSR,Procables,2/0,,,,,ASTM B232 / NTC 1795,Redes de distribución aérea de energía eléctrica,,,,ACSR 2/0 SWANATE,
32481210001,ACSR 4/0 PARTRIDGE,Cables de distribución,ACSR,Procables,4/0,,,,,ASTM B232 / NTC 1795,Redes de distribución aérea de energía eléctrica,,,,ACSR 4/0 PARTRIDGE,
32481220001,ACSR 336 kcmil MERLIN,Cables de distribución,ACSR,Procables,336 kcmil,,,,,ASTM B232 / NTC 1795,Redes de distribución aérea de energía eléctrica,,,,ACSR 336 kcmil MERLIN,
32481230001,ACSR 477 kcmil HAWK,Cables de distribución,ACSR,Procables,477 kcmil,,,,,ASTM B232 / NTC 1795,Redes de distribución aérea de energía eléctrica,,,,ACSR 477 kcmil HAWK,
32481240001,ACSR 556 kcmil FLICKER,Cables de distribución,ACSR,Procables,556 kcmil,,,,,ASTM B232 / NTC 1795,Redes de distribución aérea de energía eléctrica,,,,ACSR 556 kcmil FLICKER,
32481250001,ACSR 715 kcmil DRAKE,Cables de distribución,ACSR,Procables,715 kcmil,,,,,ASTM B232 / NTC 1795,Redes de distribución aérea de energía eléctrica,,,,ACSR 715 kcmil DRAKE,
32482100001,TRIPLEX 2x1/0+1/0 AWG XLPE/XLPE,Cables de distribución,Triplex/Cuadruplex,Procables,1/0,2,,,,ASTM B232 / NTC 1795,Redes de distribución aérea de energía eléctrica,,,,TRIPLEX 2x1/0+1/0 AWG XLPE/XLPE,
32482120001,TRIPLEX 2x2/0+2/0 AWG XLPE/XLPE,Cables de distribución,Triplex/Cuadruplex,Procables,2/0,2,,,,ASTM B232 / NTC 1795,Redes de distribución aérea de energía eléctrica,,,,TRIPLEX 2x2/0+2/0 AWG XLPE/XLPE,
32482130001,TRIPLEX 2x4/0+4/0 AWG XLPE/XLPE,Cables de distribución,Triplex/Cuadruplex,Procables,4/0,2,,,,ASTM B232 / NTC 1795,Redes de distribución aérea de energía eléctrica,,,,TRIPLEX 2x4/0+4/0 AWG XLPE/XLPE,
32482140001,TRIPLEX 2x250+250 kcmil XLPE/XLPE,Cables de distribución,Triplex/Cuadruplex,Procables,250 kcmil,2,,,,ASTM B232 / NTC 1795,Redes de distribución aérea de energía eléctrica,,,,TRIPLEX 2x250+250 kcmil XLPE/XLPE,
32482150001,CUADRUPLEX 3x1/0+1/0 AWG XLPE,Cables de distribución,Triplex/Cuadruplex,Procables,1/0,3,,,,ASTM B232 / NTC 1795,Redes de distribución aérea de energía eléctrica,,,,CUADRUPLEX 3x1/0+1/0 AWG XLPE,
32482160001,CUADRUPLEX 3x2/0+2/0 AWG XLPE,Cables de distribución,Triplex/Cuadruplex,Procables,2/0,3,,,,ASTM B232 / NTC 1795,Redes de distribución aérea de energía eléctrica,,,,CUADRUPLEX 3x2/0+2/0 AWG XLPE,
32482170001,CUADRUPLEX 3x4/0+4/0 AWG XLPE,Cables de distribución,Triplex/Cuadruplex,Procables,4/0,3,,,,ASTM B232 / NTC 1795,Redes de distribución aérea de energía eléctrica,,,,CUADRUPLEX 3x4/0+4/0 AWG XLPE,
32482180001,CUADRUPLEX 3x250+250 kcmil XLPE,Cables de distribución,Triplex/Cuadruplex,Procables,250 kcmil,3,,,,ASTM B232 / NTC 1795,Redes de distribución aérea de energía eléctrica,,,,CUADRUPLEX 3x250+250 kcmil XLPE,
31399000693,PV 4mm2 Cu (FLEX) XLPE SR 2000V G&O 90°C PVC,Cables solares,,Procables,,,2000 V,,,IEC 62930 / TÜV 2Pfg 1169,Sistemas fotovoltaicos; conexión de paneles solares a inversores; uso en exteriores,,,,PV 4mm2 Cu (FLEX) XLPE SR 2000V G&O 90°C PVC,
31399000894,PV 6mm2 Cu (FLEX) XLPE SR 1500V G&O 90°C PVC,Cables solares,,Procables,,,1500 V,,,IEC 62930 / TÜV 2Pfg 1169,Sistemas fotovoltaicos; conexión de paneles solares a inversores; uso en exteriores,,,,PV 6mm2 Cu (FLEX) XLPE SR 1500V G&O 90°C PVC,
31399000895,PV 6mm2 Cu (FLEX) XLPE SR 1000V G&O 90°C PVC,Cables solares,,Procables,,,1000 V,,,IEC 62930 / TÜV 2Pfg 1169,Sistemas fotovoltaicos; conexión de paneles solares a inversores; uso en exteriores,,,,PV 6mm2 Cu (FLEX) XLPE SR 1000V G&O 90°C PVC,
31399001094,PV 10mm2 Cu (FLEX) XLPE SR 1500V G&O 90°C PVC,Cables solares,,Procables,,,1500 V,,,IEC 62930 / TÜV 2Pfg 1169,Sistemas fotovoltaicos; conexión de paneles solares a inversores; uso en exteriores,,,,PV 10mm2 Cu (FLEX) XLPE SR 1500V G&O 90°C PVC,
81471200002,Cable LAN CAT5E 4PX26AWG,Cables de red,,Procables,26,,,,,ANSI/TIA-568,"Redes de datos, telecomunicaciones y Ethernet en entornos industriales y comerciales",,,,Cable LAN CAT5E 4PX26AWG,
81471200003,Cable LAN CAT6 4PX23AWG,Cables de red,,Procables,23,,,,,ANSI/TIA-568,"Redes de datos, telecomunicaciones y Ethernet en entornos industriales y comerciales",,,,Cable LAN CAT6 4PX23AWG,
81471200004,Cable LAN CAT6A 4PX23AWG,Cables de red,,Procables,23,,,,,ANSI/TIA-568,"Redes de datos, telecomunicaciones y Ethernet en entornos industriales y comerciales",,,,Cable LAN CAT6A 4PX23AWG,
81471200005,Cable LAN CAT5E APANT 4PX24AWG,Cables de red,,Procables,24,,,,,ANSI/TIA-568,"Redes de datos, telecomunicaciones y Ethernet en entornos industriales y comerciales",,,,Cable LAN CAT5E APANT 4PX24AWG,
88490018501,FO SM ARMADA 96H CINTA ACERO,Cables de fibra óptica,,Procables,,,,,,,Redes de telecomunicaciones de alta velocidad; transmisión de datos a larga distancia,,,,FO SM ARMADA 96H CINTA ACERO,
88490037001,FO SM ADSS 12H VANO 120,Cables de fibra óptica,,Procables,,,,,,,Redes de telecomunicaciones de alta velocidad; transmisión de datos a larga distancia,,,,FO SM ADSS 12H VANO 120,
88490037101,FO SM ADSS 24H VANO 120,Cables de fibra óptica,,Procables,,,,,,,Redes de telecomunicaciones de alta velocidad; transmisión de datos a larga distancia,,,,FO SM ADSS 24H VANO 120,
88490037201,FO SM ADSS 48H VANO 120,Cables de fibra óptica,,Procables,,,,,,,Redes de telecomunicaciones de alta velocidad; transmisión de datos a larga distancia,,,,FO SM ADSS 48H VANO 120,
88490038501,FO SM ADSS 12H VANO 200,Cables de fibra óptica,,Procables,,,,,,,Redes de telecomunicaciones de alta velocidad; transmisión de datos a larga distancia,,,,FO SM ADSS 12H VANO 200,
88490038601,FO SM ADSS 24H VANO 200,Cables de fibra óptica,,Procables,,,,,,,Redes de telecomunicaciones de alta velocidad; transmisión de datos a larga distancia,,,,FO SM ADSS 24H VANO 200,
88490038701,FO SM ADSS 48H VANO 200,Cables de fibra óptica,,Procables,,,,,,,Redes de telecomunicaciones de alta velocidad; transmisión de datos a larga distancia,,,,FO SM ADSS 48H VANO 200,
88490202601,FO SM ARMADA 24H CINTA ACERO,Cables de fibra óptica,,Procables,,,,,,,Redes de telecomunicaciones de alta velocidad; transmisión de datos a larga distancia,,,,FO SM ARMADA 24H CINTA ACERO,
88490202701,FO SM ARMADA 48H CINTA ACERO,Cables de fibra óptica,,Procables,,,,,,,Redes de telecomunicaciones de alta velocidad; transmisión de datos a larga distancia,,,,FO SM ARMADA 48H CINTA ACERO,
88490211001,MICRO FO SM 24H FRP WB,Cables de fibra óptica,,Procables,,,,,,,Redes de telecomunicaciones de alta velocidad; transmisión de datos a larga distancia,,,,MICRO FO SM 24H FRP WB,
106565,16 AWG 4 conductors SJOOW Cordón portátil 300V,Cable flexible,Cable encauchetado,,16,4,300 V,Sí,Thermoset CPE,,,,,,,
106969,18/4C VNTC Shielded Cable para bandeja E2 600V ER,Cables especiales,Cable para bandeja / tray cable,,18,4,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
1075A,Belden 1075A — 20/2P-22/1C 300V Cable PLTC BC I/O Shield PLTC/ITC/CMG PVC/PVC,Cables especiales,Cable para bandeja / tray cable,,20,2,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC; CMG/PLTC; CMG/FT4,,,,,,
3079A,Belden 3079A — 22/1P Cable DataBus Profibus Cable BC Shielded PLTC/ITC/CMG PE/PVC 300V,Cables de red,,Belden,22,1,300 V,Sí,PVC - Polyvinyl Chloride,20201; PLTC/CMG; CMG/FT4,,,,,,
8770,Belden 8770 — Cable multiconductor 18/3C STR TC PE Beldfoil PVC,Cables de control,,Belden,18,3,300 V,Sí,PVC  - Polyvinyl Chloride,AWM; CM; CM,,,,,,
110902,18/8C CL3R/CMR Cable multiconductor BC Shielded PVC 300V,Cables de control,,,18,8,300 V,Sí,PVC - Polyvinyl Chloride,CL3R/CMR; 725/800; C(UL),,,,,,
106562,10 AWG 4 conductors SJOOW Cordón portátil 300V,Cable flexible,Cable encauchetado,,10,4,300 V,Sí,Thermoset CPE,,,,,,,
106563,12 AWG 3 conductors SJOOW Cordón portátil 300V,Cable flexible,Cable encauchetado,,12,3,300 V,Sí,Thermoset CPE,,,,,,,
106564,12 AWG 4 conductors SJOOW Cordón portátil 300V,Cable flexible,Cable encauchetado,,12,4,300 V,Sí,Thermoset CPE,,,,,,,
106566,18 AWG 3 conductors SJOOW Cordón portátil 300V,Cable flexible,Cable encauchetado,,18,3,300 V,Sí,Thermoset CPE,,,,,,,
106567,4/4C SOOW Cordón portátil 90C 600V CPE Black Non-UL,Cable flexible,Cable encauchetado,,4,4,600 V,Sí,Thermoset CPE,,,,,,,
106568,8/3C SOOW Cordón portátil 90C 600V CPE Black Non-UL,Cable flexible,Cable encauchetado,,8,3,600 V,Sí,Thermoset CPE,,,,,,,
106569,8/4C SOOW Cordón portátil 90C 600V CPE Black Non-UL,Cable flexible,Cable encauchetado,,8,4,600 V,Sí,Thermoset CPE,,,,,,,
106570,10/2C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,10,2,600 V,Sí,Thermoset CPE,,,,,,,
106571,16/2C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,16,2,600 V,Sí,Thermoset CPE,,,,,,,
106572,16/3C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,16,3,600 V,Sí,Thermoset CPE,,,,,,,
106573,16/4C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,16,4,600 V,Sí,Thermoset CPE,,,,,,,
106574,18/5C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,18,5,600 V,,Thermoset CPE,,,,,,,
106575,1 AWG Class K Cable de soldadura 600V 105C EPDM,Cables especiales,Cable de soldadura,,1,1,600 V,Sí,EPDM - Ethylene Propylene Diene Monomer,,,,,,,
106576,2 AWG Class K Cable de soldadura 600V 105C EPDM,Cables especiales,Cable de soldadura,,2,1,600 V,Sí,EPDM - Ethylene Propylene Diene Monomer,,,,,,,
106578-V2,2 AWG Super Vu-Tron Cable de soldadura 600V 90C,Cables especiales,Cable de soldadura,,2,1,600 V,Sí,Super Vu-Tron - CPE,,,,,,,
106579,4 AWG Class K Cable de soldadura 600V 105C EPDM,Cables especiales,Cable de soldadura,,4,1,600 V,Sí,EPDM - Ethylene Propylene Diene Monomer,,,,,,,
106581,6 AWG Class K Cable de soldadura 600V 105C EPDM,Cables especiales,Cable de soldadura,,6,1,600 V,Sí,EPDM - Ethylene Propylene Diene Monomer,,,,,,,
106582,1/0 AWG Class K Cable de soldadura 600V 105C EPDM,Cables especiales,Cable de soldadura,,1/0,1,600 V,Sí,EPDM - Ethylene Propylene Diene Monomer,,,,,,,
106584,1/0 AWG Super Vu-Tron Cable de soldadura 600V 90C,Cables especiales,Cable de soldadura,,1/0,1,600 V,Sí,Super Vu-Tron - CPE,,,,,,,
106585,2/0 AWG Class K Cable de soldadura 600V 105C EPDM,Cables especiales,Cable de soldadura,,2/0,1,600 V,Sí,EPDM - Ethylene Propylene Diene Monomer,,,,,,,
106587-V20,2/0 AWG Super Vu-Tron Cable de soldadura 600V 90C,Cables especiales,Cable de soldadura,,2/0,1,600 V,Sí,Super Vu-Tron - CPE,,,,,,,
106588,250 KCMIL Class K Cable de soldadura 600V 105C EPDM,Cables especiales,Cable de soldadura,,250 MCM,1,600 V,Sí,EPDM - Ethylene Propylene Diene Monomer,,,,,,,
106589,3/0 AWG Class K Cable de soldadura 600V 105C EPDM,Cables especiales,Cable de soldadura,,3/0,1,600 V,Sí,EPDM - Ethylene Propylene Diene Monomer,,,,,,,
106590,350 KCMIL Class K Cable de soldadura 600V 105C EPDM,Cables especiales,Cable de soldadura,,350 MCM,1,600 V,Sí,EPDM - Ethylene Propylene Diene Monomer,,,,,,,
106591,4/0 AWG Class K Cable de soldadura 600V 105C EPDM,Cables especiales,Cable de soldadura,,4/0,1,600 V,Sí,EPDM - Ethylene Propylene Diene Monomer,,,,,,,
106592,4/0 AWG Super Vu-Tron Class M Cable de soldadura 600V 90C,Cables especiales,Cable de soldadura,,4/0,1,600 V,Sí,Super Vu-Tron - CPE,,,,,,,
106593,500 KCMIL Class K Cable de soldadura 600V 105C EPDM,Cables especiales,Cable de soldadura,,500 MCM,1,600 V,Sí,EPDM - Ethylene Propylene Diene Monomer,,,,,,,
106594,2 AWG Jumper Cable N/S EPR,Cables especiales,Cables apantallados,,2,1,5 kV,Sí,EPDM - Ethylene Propylene Diene Monomer,,,,,,,
106595,2/0 AWG Jumper Cable N/S EPR,Cables especiales,Cables apantallados,,2/0,1,5 kV,Sí,EPDM - Ethylene Propylene Diene Monomer,,,,,,,
106596,4/0 AWG Jumper Cable N/S EPR,Cables especiales,Cables apantallados,,4/0,1,5 kV,Sí,EPDM - Ethylene Propylene Diene Monomer,,,,,,,
106597,500 MCM Jumper Cable N/S EPR,Cables especiales,Cables apantallados,,500 MCM,1,5 kV,Sí,EPDM - Ethylene Propylene Diene Monomer,,,,,,,
106598,1 AWG 4C Type W Cable EPDM/CPE 2KV,Cables especiales,Cables apantallados,,1,4,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106599,4 AWG 3C Type W Cable EPDM/CPE 2KV,Cables especiales,Cables apantallados,,4,3,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106600,6 AWG 2C Type W Cable EPDM/CPE 2KV,Cables especiales,Cables apantallados,,6,2,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106601,6 AWG 4C Type W Cable EPDM/CPE 2KV,Cables especiales,Cables apantallados,,6,4,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106602,6 AWG 5C Type W Cable EPDM/CPE 2KV,Cables especiales,Cables apantallados,,6,5,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106603,8 AWG 3C Type W Cable EPDM/CPE 2KV,Cables especiales,Cables apantallados,,8,3,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106604,8 AWG 4C Type W Cable EPDM/CPE 2KV,Cables especiales,Cables apantallados,,8,4,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106605,1/0 AWG 1C Type W Cable EPDM/CPE 2KV,Cables especiales,Cables apantallados,,1/0,1,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106606,1/0 AWG 4C Type W Cable EPDM/CPE 2KV,Cables especiales,Cables apantallados,,1/0,4,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106607,1/0 AWG 5C Type W Cable EPDM/CPE 2KV,Cables especiales,Cables apantallados,,1/0,5,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106608,2/0 AWG 3C Type W Cable EPDM/CPE 2KV,Cables especiales,Cables apantallados,,2/0,3,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106609,2/0 AWG 4C Type W Cable EPDM/CPE 2KV,Cables especiales,Cables apantallados,,2/0,4,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106610,2/0 AWG 5C Type W Cable EPDM/CPE 2KV,Cables especiales,Cables apantallados,,2/0,5,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106611,3/0 AWG 4C Type W Cable EPDM/CPE 2KV,Cables especiales,Cables apantallados,,3/0,4,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106612,3/0 AWG 5C Type W Cable EPDM/CPE 2KV,Cables especiales,Cables apantallados,,3/0,5,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
