sku,nombre,categoria,subcategoria,marca,calibre_awg,num_conductores,voltaje,apantallado,chaqueta,norma,aplicacion,potencia_hp,voltaje_entrada,serie,descripcion_corta,imagen
107139,16 AWG 37 conductors SDN Small Diameter Neoprene,Cables especiales,Cables apantallados,,16,37,600 V,No,NEOPRENE,,,,,,,
107140,18 AWG 5 conductors SDN Small Diameter Neoprene,Cables especiales,Cables apantallados,,18,5,600 V,No,NEOPRENE,,,,,,,
107141,18 AWG 6 conductors SDN Small Diameter Neoprene,Cables especiales,Cables apantallados,,18,6,600 V,No,NEOPRENE,,,,,,,
107142,18 AWG 8 conductors SDN Small Diameter Neoprene,Cables especiales,Cables apantallados,,18,8,600 V,No,NEOPRENE,,,,,,,
107143,18 AWG 12 conductors SDN Small Diameter Neoprene,Cables especiales,Cables apantallados,,18,12,600 V,No,NEOPRENE,,,,,,,
107144,18 AWG 14 conductors SDN Small Diameter Neoprene,Cables especiales,Cables apantallados,,18,14,600 V,No,NEOPRENE,,,,,,,
107145,18 AWG 16 conductors SDN Small Diameter Neoprene,Cables especiales,Cables apantallados,,18,16,600 V,No,NEOPRENE,,,,,,,
107146,18/19C 600V SDN M1/E2 90C DRY,Cables especiales,Cables apantallados,,18,19,600 V,No,NEOPRENE,,,,,,,
107147,12/3C Low Smoke Zero Halogen TC-ER 90C 600V,Cables especiales,Cable para bandeja / tray cable,,12,3,600 V,Sí,LSZH-Polyolefin,,,,,,,
107148,20/1P JX Thermocouple Non-Shielded 200C 300V FEP,Cables especiales,Cables apantallados,,20,1,300 V,Sí,FEP - Fluorinated Ethylene Propylene,,,,,,,
107149,16/1P EX Thermocouple Shielded 105C 300V PVC Purple,Cables especiales,Cables apantallados,,16,1,300 V,Sí,PVC - Polyvinyl Chloride,PLTC,,,,,,
107150,16/1P JX Thermocouple Shielded 105C 300V PVC,Cables especiales,Cables apantallados,,16,1,300 V,Sí,PVC - Polyvinyl Chloride,PLTC,,,,,,
107152,16/1P TX Thermocouple Shielded 105C 300V PVC,Cables especiales,Cables apantallados,,16,1,300 V,Sí,PVC - Polyvinyl Chloride,PLTC,,,,,,
107153,20/1P JX Thermocouple Shielded 105C 300V PVC,Cables especiales,Cables apantallados,,20,1,300 V,Sí,PVC - Polyvinyl Chloride,PLTC,,,,,,
107156,20/1P JX Thermocouple Non-Shielded 105C 300V PVC,Cables especiales,Cables apantallados,,20,1,300 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107158,20/1P TX Thermocouple Non-Shielded 105C 300V PVC,Cables especiales,Cables apantallados,,20,1,300 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107159,20/2C J Thermocouple Non-Shielded 510C 600V Fiberglass,Cables de fibra óptica,,,20,2,,Sí,Braided Fiberglass,,,,,,,
107160,8/3C Flat Submersible Pump Cable w/G PVC,Cables especiales,Cables apantallados,,8,3,600 V,Sí,,83 Type THW,,,,,,
107161,10/3C Flat Submersible Pump Cable w/G PVC,Cables especiales,Cables apantallados,,10,3,600 V,Sí,,83 Type THW,,,,,,
107162,12/3C Flat Submersible Pump Cable w/G PVC,Cables especiales,Cables apantallados,,12,3,600 V,Sí,,83 Type THW,,,,,,
107163,14/3C Flat Submersible Pump Cable w/G PVC,Cables especiales,Cables apantallados,,14,3,600 V,Sí,,83 Type THW,,,,,,
107164,6/3C VNTC N/S Cable para bandeja M4 600V ER,Cables especiales,Cable para bandeja / tray cable,,6,3,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107165,14/2C VNTC N/S Cable para bandeja E2 600V TC Flat,Cables especiales,Cable para bandeja / tray cable,,14,2,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107166,14/2C VNTC N/S Cable para bandeja E2 600V TC Round,Cables especiales,Cable para bandeja / tray cable,,14,2,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107167,14/3C VNTC N/S Cable para bandeja E2 600V ER,Cables especiales,Cable para bandeja / tray cable,,14,3,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107168,14/4C VNTC N/S Cable para bandeja E2 600V ER,Cables especiales,Cable para bandeja / tray cable,,14,4,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107169,14/5C VNTC N/S Cable para bandeja E2 600V ER,Cables especiales,Cable para bandeja / tray cable,,14,5,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107170,14/6C VNTC N/S Cable para bandeja E2 600V ER,Cables especiales,Cable para bandeja / tray cable,,14,6,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107171,14/7C VNTC N/S Cable para bandeja E2 600V ER,Cables especiales,Cable para bandeja / tray cable,,14,7,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107172,14/9C VNTC N/S Cable para bandeja E2 600V ER,Cables especiales,Cable para bandeja / tray cable,,14,9,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107173,14/10C VNTC N/S Cable para bandeja E2 600V ER,Cables especiales,Cable para bandeja / tray cable,,14,10,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107174,14/12C VNTC N/S Cable para bandeja E2 600V ER,Cables especiales,Cable para bandeja / tray cable,,14,12,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107175,14/15C VNTC N/S Cable para bandeja E2 600V ER,Cables especiales,Cable para bandeja / tray cable,,14,15,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107176,14/16C VNTC N/S Cable para bandeja E2 600V ER,Cables especiales,Cable para bandeja / tray cable,,14,16,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107177,14/19C VNTC N/S Cable para bandeja E2 600V ER,Cables especiales,Cable para bandeja / tray cable,,14,19,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107178,14/20C VNTC N/S Cable para bandeja E2 600V ER,Cables especiales,Cable para bandeja / tray cable,,14,20,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107179,14/25C VNTC N/S Cable para bandeja E2 600V ER,Cables especiales,Cable para bandeja / tray cable,,14,25,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107180,14/30C VNTC N/S Cable para bandeja E2 600V ER,Cables especiales,Cable para bandeja / tray cable,,14,30,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107181,14/37C VNTC N/S Cable para bandeja E2 600V ER,Cables especiales,Cable para bandeja / tray cable,,14,37,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107182,14/50C VNTC N/S Cable para bandeja E2 600V ER,Cables especiales,Cable para bandeja / tray cable,,14,50,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107183,14/60C VNTC N/S Cable para bandeja E2 600V ER,Cables especiales,Cable para bandeja / tray cable,,14,60,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107184,10/3C VNTC N/S Cable para bandeja M4 600V ER,Cables especiales,Cable para bandeja / tray cable,,10,3,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107185,10/4C VNTC N/S Cable para bandeja M4 600V ER,Cables especiales,Cable para bandeja / tray cable,,10,4,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107186,14/2C VNTC N/S Cable para bandeja M4 600V TC Flat,Cables especiales,Cable para bandeja / tray cable,,14,2,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107187,14/3C VNTC N/S Cable para bandeja M4 600V ER,Cables especiales,Cable para bandeja / tray cable,,14,3,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107188,14/4C VNTC N/S Cable para bandeja M4 600V ER,Cables especiales,Cable para bandeja / tray cable,,14,4,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107189,14/5C VNTC N/S Cable para bandeja M4 600V ER,Cables especiales,Cable para bandeja / tray cable,,14,5,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107190,14/7C VNTC N/S Cable para bandeja M4 600V ER,Cables especiales,Cable para bandeja / tray cable,,14,7,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107191,14/9C VNTC N/S Cable para bandeja M4 600V ER,Cables especiales,Cable para bandeja / tray cable,,14,9,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107192,14/12C VNTC N/S Cable para bandeja M4 600V ER,Cables especiales,Cable para bandeja / tray cable,,14,12,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107193,14/15C VNTC N/S Cable para bandeja M4 600V ER,Cables especiales,Cable para bandeja / tray cable,,14,15,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107194,14/19C VNTC N/S Cable para bandeja M4 600V ER,Cables especiales,Cable para bandeja / tray cable,,14,19,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107195,14/37C VNTC N/S Cable para bandeja M4 600V ER,Cables especiales,Cable para bandeja / tray cable,,14,37,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107196,1/3C VNTC N/S Cable para bandeja w/Ground M4 600V ER,Cables especiales,Cable para bandeja / tray cable,,1,3,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107197,2/4C VNTC N/S Cable para bandeja w/Ground M4 600V ER,Cables especiales,Cable para bandeja / tray cable,,2,4,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107198,4/3C VNTC N/S Cable para bandeja w/Ground M4 600V ER,Cables especiales,Cable para bandeja / tray cable,,4,3,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107199,6/4C VNTC N/S Cable para bandeja w/Ground M4 600V ER,Cables especiales,Cable para bandeja / tray cable,,6,4,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107200,8/3C VNTC N/S Cable para bandeja w/Ground M4 600V ER,Cables especiales,Cable para bandeja / tray cable,,8,3,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107201,1/0-4C VNTC N/S Cable para bandeja w/Ground M4 600V ER,Cables especiales,Cable para bandeja / tray cable,,1/0,4,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107202,10/3C VNTC N/S Cable para bandeja w/Ground E2 600V ER,Cables especiales,Cable para bandeja / tray cable,,10,3,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107203,12/3C VNTC N/S Cable para bandeja w/Ground E2 600V ER,Cables especiales,Cable para bandeja / tray cable,,12,3,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107204,250MCM/3C VNTC N/S Cable para bandeja w/Ground M4 600V ER,Cables especiales,Cable para bandeja / tray cable,,250 MCM,3,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107205,250MCM/4C VNTC N/S Cable para bandeja w/Ground M4 600V ER,Cables especiales,Cable para bandeja / tray cable,,250 MCM,4,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107206,350MCM/4C VNTC N/S Cable para bandeja w/Ground M4 600V ER,Cables especiales,Cable para bandeja / tray cable,,350 MCM,4,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107207,4/0-4C VNTC N/S Cable para bandeja w/Ground M4 600V ER,Cables especiales,Cable para bandeja / tray cable,,4/0,4,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107208,500MCM/4C VNTC N/S Cable para bandeja w/Ground M4 600V ER,Cables especiales,Cable para bandeja / tray cable,,500 MCM,4,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107209,750MCM/3C VNTC N/S Cable para bandeja w/Ground M4 600V ER,Cables especiales,Cable para bandeja / tray cable,,750 MCM,3,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
107210,16/2C FREP/CPE Shielded Cable para bandeja E2 600V TC,Cables especiales,Cable para bandeja / tray cable,,16,2,600 V,Sí,CPE - Chlorinated Polyethylene,,,,,,,
107211,4/0-3C FREP/CPE N/S Cable para bandeja w/G M4 600V ER,Cables especiales,Cable para bandeja / tray cable,,4/0,3,600 V,Sí,CPE - Chlorinated Polyethylene,,,,,,,
107212,16/2TR STOS W/DRAIN FREP/CPE,Cables especiales,Cables apantallados,,16,2,600 V,Sí,CPE - Chlorinated Polyethylene,,,,,,,
107213,2/3C SOOW Cordón portátil 90C 600V CPE Black Non-UL,Cable flexible,Cable encauchetado,,2,3,600 V,Sí,Thermoset CPE,,,,,,,
107214,2/4C SOOW Cordón portátil 90C 600V CPE Black Non-UL,Cable flexible,Cable encauchetado,,2,4,600 V,Sí,Thermoset CPE,,,,,,,
107215,2/5C SOOW Cordón portátil 90C 600V CPE Black Non-UL,Cable flexible,Cable encauchetado,,2,5,600 V,Sí,Thermoset CPE,,,,,,,
107216,4/3C SOOW Cordón portátil 90C 600V CPE Black Non-UL,Cable flexible,Cable encauchetado,,4,3,600 V,Sí,Thermoset CPE,,,,,,,
107217,4/5C SOOW Cordón portátil 90C 600V CPE Black Non-UL,Cable flexible,Cable encauchetado,,4,5,600 V,Sí,Thermoset CPE,,,,,,,
107218,6/3C SOOW Cordón portátil 90C 600V CPE Black Non-UL,Cable flexible,Cable encauchetado,,6,3,600 V,Sí,Thermoset CPE,,,,,,,
107219,6/4C SOOW Cordón portátil 90C 600V CPE Black Non-UL,Cable flexible,Cable encauchetado,,6,4,600 V,Sí,Thermoset CPE,,,,,,,
107220,6/5C SOOW Cordón portátil 90C 600V CPE Black Non-UL,Cable flexible,Cable encauchetado,,6,5,600 V,Sí,Thermoset CPE,,,,,,,
107221,8/5C SOOW Cordón portátil 90C 600V CPE Black Non-UL,Cable flexible,Cable encauchetado,,8,5,600 V,Sí,Thermoset CPE,,,,,,,
107222,10/3C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,10,3,600 V,Sí,Thermoset CPE,,,,,,,
107223,10/4C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,10,4,600 V,Sí,Thermoset CPE,,,,,,,
107224,10/5C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,10,5,600 V,,Thermoset CPE,,,,,,,
107225,10/6C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,10,6,600 V,,Thermoset CPE,400,,,,,,
107226,10/7C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,10,7,600 V,,Thermoset CPE,,,,,,,
107227,12/2C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,12,2,600 V,Sí,Thermoset CPE,,,,,,,
107228,12/3C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,12,3,600 V,Sí,Thermoset CPE,,,,,,,
107229,12/4C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,12,4,600 V,Sí,Thermoset CPE,,,,,,,
107230,12/5C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,12,5,600 V,Sí,Thermoset CPE,,,,,,,
107231,12/6C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,12,6,600 V,Sí,Thermoset CPE,,,,,,,
107232,12/7C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,12,7,600 V,Sí,Thermoset CPE,,,,,,,
107233,12/8C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,12,8,600 V,Sí,Thermoset CPE,,,,,,,
107234,12/9C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,12,9,600 V,Sí,Thermoset CPE,,,,,,,
107235,12/10C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,12,10,600 V,Sí,Thermoset CPE,400,,,,,,
107236,12/12C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,12,12,600 V,Sí,Thermoset CPE,,,,,,,
107237,12/14C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,12,14,600 V,Sí,Thermoset CPE,,,,,,,
107238,12/16C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,12,16,600 V,Sí,Thermoset CPE,,,,,,,
107239,12/20C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,12,20,600 V,Sí,Thermoset CPE,,,,,,,
107240,12/24C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,12,24,600 V,Sí,Thermoset CPE,,,,,,,
107241,12/30C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,12,30,600 V,Sí,Thermoset CPE,,,,,,,
107242,14/2C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,14,2,600 V,Sí,Thermoset CPE,,,,,,,
107243,14/3C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,14,3,600 V,Sí,Thermoset CPE,,,,,,,
107244,14/4C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,14,4,600 V,Sí,Thermoset CPE,,,,,,,
107245,14/5C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,14,5,600 V,Sí,Thermoset CPE,,,,,,,
107246,14/6C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,14,6,600 V,Sí,Thermoset CPE,400,,,,,,
107247,14/7C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,14,7,600 V,Sí,Thermoset CPE,400,,,,,,
107248,14/8C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,14,8,600 V,Sí,Thermoset CPE,,,,,,,
107249,14/10C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,14,10,600 V,Sí,Thermoset CPE,,,,,,,
107250,14/12C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,14,12,600 V,Sí,Thermoset CPE,,,,,,,
107251,14/14C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,14,14,600 V,Sí,Thermoset CPE,,,,,,,
107252,14/16C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,14,16,600 V,Sí,Thermoset CPE,,,,,,,
107253,14/20C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,14,20,600 V,Sí,Thermoset CPE,,,,,,,
107254,14/24C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,14,24,600 V,Sí,Thermoset CPE,,,,,,,
107255,16/5C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,16,5,600 V,Sí,Thermoset CPE,400,,,,,,
107256,16/6C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,16,6,600 V,Sí,Thermoset CPE,,,,,,,
107257,16/7C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,16,7,600 V,Sí,,,,,,,,
107258,16/8C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,16,8,600 V,Sí,Thermoset CPE,,,,,,,
107259,16/10C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,16,10,600 V,Sí,Thermoset CPE,,,,,,,
107260,16/12C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,16,12,600 V,Sí,Thermoset CPE,,,,,,,
107261,16/14C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,16,14,600 V,Sí,Thermoset CPE,,,,,,,
107262,16/16C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,16,16,600 V,Sí,Thermoset CPE,,,,,,,
107263,16/20C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,16,20,600 V,Sí,Thermoset CPE,,,,,,,
107264,16/24C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,16,24,600 V,Sí,Thermoset CPE,,,,,,,
107265,16/30C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,16,30,600 V,Sí,Thermoset CPE,,,,,,,
107266,16/40C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,16,40,600 V,Sí,Thermoset CPE,Tes,,,,,,
107267,18/2C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,18,2,600 V,Sí,Thermoset CPE,,,,,,,
107268,18/3C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,18,3,600 V,Sí,Thermoset CPE,,,,,,,
107269,18/4C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,18,4,600 V,Sí,Thermoset CPE,,,,,,,
107270,18/6C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,18,6,600 V,Sí,Thermoset CPE,,,,,,,
107271,18/7C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,18,7,600 V,Sí,Thermoset CPE,,,,,,,
107272,18/8C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,18,8,600 V,Sí,Thermoset CPE,,,,,,,
107273,18/10C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,18,10,600 V,Sí,Thermoset CPE,,,,,,,
107274,18/12C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,18,12,600 V,Sí,Thermoset CPE,,,,,,,
107275,18/14C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,18,14,600 V,Sí,Thermoset CPE,,,,,,,
107276,18/20C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,18,20,600 V,Sí,Thermoset CPE,,,,,,,
107277,18/24C SOOW Cordón portátil 90C 600V CPE,Cable flexible,Cable encauchetado,,18,24,600 V,Sí,Thermoset CPE,400,,,,,,
107278,1 AWG 3C Type W Cable EPDM/CPE 2KV,Cables especiales,Cables apantallados,,1,3,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
107279,2 AWG 1C Type W Cable EPDM/CPE 2KV,Cables especiales,Cables apantallados,,2,1,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
107280,2 AWG 3C Type W Cable EPDM/CPE 2KV,Cables especiales,Cables apantallados,,2,3,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
107281,2 AWG 4C Type W Cable EPDM/CPE 2KV,Cables especiales,Cables apantallados,,2,4,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
107282,4 AWG 4C Type W Cable EPDM/CPE 2KV,Cables especiales,Cables apantallados,,4,4,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
107283,4 AWG 5C Type W Cable EPDM/CPE 2KV,Cables especiales,Cables apantallados,,4,5,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
107284,8 AWG 5C Type W Cable EPDM/CPE 2KV,Cables especiales,Cables apantallados,,8,5,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
107285,2/0 AWG 1C Type W Cable EPDM/CPE 2KV,Cables especiales,Cables apantallados,,2/0,1,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
107286,4/0 AWG 1C Type W Cable EPDM/CPE 2KV,Cables especiales,Cables apantallados,,4/0,1,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
107287,4/0 AWG 1C Type W Cable X-Flex EPDM/CPE 2KV,Cables especiales,Cables apantallados,,4/0,1,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
107288,10 AWG 3 conductors SJOOW Cordón portátil 300V,Cable flexible,Cable encauchetado,,10,3,300 V,Sí,Thermoset CPE,,,,,,,
107289,14 AWG 4 conductors SJOOW Cordón portátil 300V,Cable flexible,Cable encauchetado,,14,4,300 V,Sí,Thermoset CPE,,,,,,,
107290,16 AWG 3 conductors SJOOW Cordón portátil 300V,Cable flexible,Cable encauchetado,,16,3,300 V,Sí,Thermoset CPE,,,,,,,
107291,10/1C FEP Type K (37 STR) 200C 600V,Cables especiales,Cable de alta temperatura,,10,1,600 V,Sí,,,,,,,,
107295,12/1C FEP Type K (19 STR) 200C 600V,Cables especiales,Cable de alta temperatura,,12,1,600 V,Sí,,,,,,,,
107299,16/1C FEP Type K (19 STR) 150C 600V,Cables especiales,Cable de alta temperatura,,16,1,600 V,Sí,,,,,,,,
107301,12 AWG PTFE Teflon,Cables especiales,Cable de alta temperatura,,12,1,600 V,Sí,,,,,,,,
107306,20 AWG PTFE Teflon,Cables especiales,Cable de alta temperatura,,20,1,600 V,Sí,,,,,,,,
107307,"20 AWG PTFE Teflon,",Cables especiales,Cable de alta temperatura,,20,1,600 V,Sí,,,,,,,,
107308,20(19ST)TFE-E MIL-16878/4,Cables especiales,Cable de alta temperatura,,20,1,600 V,Sí,,,,,,,,
107309,20(19ST)TFE-E MIL-16878/4 GRN,Cables especiales,Cable de alta temperatura,,20,1,600 V,Sí,,,,,,,,
107310,20(19ST)TFE-E MIL-16878/4 BLU,Cables especiales,Cable de alta temperatura,,20,1,600 V,Sí,,,,,,,,
107315,"24 AWG PTFE Teflon,",Cables especiales,Cable de alta temperatura,,24,1,600 V,Sí,,,,,,,,
107317,24 AWG PTFE Teflon,Cables especiales,Cable de alta temperatura,,24,1,600 V,Sí,,,,,,,,
107319,16/2P JX Thermocouple SPOS 105C 300V PVC,Cables especiales,Cables apantallados,,16,2,300 V,Sí,PVC - Polyvinyl Chloride,PLTC,,,,,,
107320,16/2P KX Thermocouple SPOS 105C 300V PVC,Cables especiales,Cables apantallados,,16,2,300 V,Sí,PVC - Polyvinyl Chloride,PLTC,,,,,,
107321,16/4P JX Thermocouple SPOS 105C 300V PVC,Cables especiales,Cables apantallados,,16,4,300 V,Sí,PVC - Polyvinyl Chloride,PLTC,,,,,,
107322,16/8P JX Thermocouple SPOS 105C 300V PVC,Cables especiales,Cables apantallados,,16,8,300 V,Sí,PVC - Polyvinyl Chloride,PLTC,,,,,,
107323,16/8P KX Thermocouple SPOS 105C 300V PVC,Cables especiales,Cables apantallados,,16,8,300 V,Sí,PVC - Polyvinyl Chloride,PLTC,,,,,,
107324,16/12P JX Thermocouple SPOS 105C 300V PVC,Cables especiales,Cables apantallados,,16,12,300 V,Sí,PVC - Polyvinyl Chloride,PLTC,,,,,,
107325,16/24P JX Thermocouple SPOS 105C 300V PVC,Cables especiales,Cables apantallados,,16,24,300 V,Sí,PVC - Polyvinyl Chloride,PLTC,,,,,,
107326,16/24P KX Thermocouple SPOS 105C 300V PVC,Cables especiales,Cables apantallados,,16,24,300 V,Sí,PVC - Polyvinyl Chloride,PLTC,,,,,,
107327,20/4P JX Thermocouple SPOS 105C 300V PVC,Cables especiales,Cables apantallados,,20,4,300 V,Sí,PVC - Polyvinyl Chloride,PLTC,,,,,,
107328,20/4P KX Thermocouple SPOS 105C 300V PVC,Cables especiales,Cables apantallados,,20,4,300 V,Sí,PVC - Polyvinyl Chloride,PLTC,,,,,,
107329,20/8P JX Thermocouple SPOS 105C 300V PVC,Cables especiales,Cables apantallados,,20,8,300 V,Sí,PVC - Polyvinyl Chloride,PLTC,,,,,,
