id,sku,titulo,familia,familia_etiqueta,confianza,regla,marca,categorias
641,106980,2/3C VNTC N/S Cable para bandeja w/tierra M4 600V ER,vntc-bandeja,Cable VNTC para bandeja,alta,\bVNTC\b,,Cable para bandeja / tray cable|Cables especiales
642,106981,4/4C VNTC N/S Cable para bandeja w/tierra M4 600V ER,vntc-bandeja,Cable VNTC para bandeja,alta,\bVNTC\b,,Cable para bandeja / tray cable|Cables especiales
643,106982,6/3C VNTC N/S Cable para bandeja w/tierra M4 600V ER,vntc-bandeja,Cable VNTC para bandeja,alta,\bVNTC\b,,Cable para bandeja / tray cable|Cables especiales
644,106983,8/4C VNTC N/S Cable para bandeja w/tierra M4 600V ER,vntc-bandeja,Cable VNTC para bandeja,alta,\bVNTC\b,,Cable para bandeja / tray cable|Cables especiales
645,106984,1/0-3C VNTC N/S Cable para bandeja w/tierra M4 600V ER,vntc-bandeja,Cable VNTC para bandeja,alta,\bVNTC\b,,Cable para bandeja / tray cable|Cables especiales
646,106985,2/0-3C VNTC N/S Cable para bandeja w/tierra M4 600V ER,vntc-bandeja,Cable VNTC para bandeja,alta,\bVNTC\b,,Cable para bandeja / tray cable|Cables especiales
647,106986,2/0-4C VNTC N/S Cable para bandeja w/tierra M4 600V ER,vntc-bandeja,Cable VNTC para bandeja,alta,\bVNTC\b,,Cable para bandeja / tray cable|Cables especiales
648,106987,3/0-3C VNTC N/S Cable para bandeja w/tierra M4 600V ER,vntc-bandeja,Cable VNTC para bandeja,alta,\bVNTC\b,,Cable para bandeja / tray cable|Cables especiales
649,106988,3/0-4C VNTC N/S Cable para bandeja w/tierra M4 600V ER,vntc-bandeja,Cable VNTC para bandeja,alta,\bVNTC\b,,Cable para bandeja / tray cable|Cables especiales
650,106989,350MCM/3C VNTC N/S Cable para bandeja w/tierra M4 600V ER,vntc-bandeja,Cable VNTC para bandeja,alta,\bVNTC\b,,Cable para bandeja / tray cable|Cables especiales
651,106990,4/0-3C VNTC N/S Cable para bandeja w/tierra M4 600V ER,vntc-bandeja,Cable VNTC para bandeja,alta,\bVNTC\b,,Cable para bandeja / tray cable|Cables especiales
652,106991,500MCM/3C VNTC N/S Cable para bandeja w/tierra M4 600V ER,vntc-bandeja,Cable VNTC para bandeja,alta,\bVNTC\b,,Cable para bandeja / tray cable|Cables especiales
653,106992,2/3C VNTC apantallado Cable para bandeja w/tierra M4 600V ER,vntc-apantallado,Cable VNTC apantallado,alta,vntc.*apantall|apantall.*vntc,,Cable para bandeja / tray cable|Cables especiales
654,106993,4/3C VNTC apantallado Cable para bandeja w/tierra M4 600V ER,vntc-apantallado,Cable VNTC apantallado,alta,vntc.*apantall|apantall.*vntc,,Cable para bandeja / tray cable|Cables especiales
655,106994,6/3C VNTC apantallado Cable para bandeja w/tierra M4 600V ER,vntc-apantallado,Cable VNTC apantallado,alta,vntc.*apantall|apantall.*vntc,,Cable para bandeja / tray cable|Cables especiales
656,106995,8/3C VNTC apantallado Cable para bandeja w/tierra M4 600V ER,vntc-apantallado,Cable VNTC apantallado,alta,vntc.*apantall|apantall.*vntc,,Cable para bandeja / tray cable|Cables especiales
657,106996,8/4C VNTC apantallado Cable para bandeja w/tierra M4 600V ER,vntc-apantallado,Cable VNTC apantallado,alta,vntc.*apantall|apantall.*vntc,,Cable para bandeja / tray cable|Cables especiales
658,106997,10/2C XLPE XPTC N/S Cable para bandeja E2 600V TC plano,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
659,106998,10/3C XLPE XPTC N/S Cable para bandeja E2 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
660,106999,10/4C XLPE XPTC N/S Cable para bandeja E2 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
661,107000,10/5C XLPE XPTC N/S Cable para bandeja E2 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
662,107001,10/7C XLPE XPTC N/S Cable para bandeja E2 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
663,107002,10/12C XLPE XPTC N/S Cable para bandeja E2 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
664,107003,12/2C XLPE XPTC N/S Cable para bandeja E2 600V TC plano,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
665,107004,12/3C XLPE XPTC N/S Cable para bandeja E2 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
666,107005,12/4C XLPE XPTC N/S Cable para bandeja E2 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
667,107006,12/5C XLPE XPTC N/S Cable para bandeja E2 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
668,107007,12/7C XLPE XPTC N/S Cable para bandeja E2 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
669,107008,12/9C XLPE XPTC N/S Cable para bandeja E2 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
670,107009,12/12C XLPE XPTC N/S Cable para bandeja E2 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
671,107010,12 AWG 19 conductores XLPE XPTC Cable para bandeja sin apantallar,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
672,107011,14/2C XLPE XPTC N/S Cable para bandeja E2 600V TC,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
673,107012,14/3C XLPE XPTC N/S Cable para bandeja E2 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
674,107013,14/4C XLPE XPTC N/S Cable para bandeja E2 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
675,107014,14/5C XLPE XPTC N/S Cable para bandeja E2 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
676,107015,14/7C XLPE XPTC N/S Cable para bandeja E2 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
677,107016,14/9C XLPE XPTC N/S Cable para bandeja E2 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
678,107017,14/12C XLPE XPTC N/S Cable para bandeja E2 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
679,107018,14/19C XLPE XPTC N/S Cable para bandeja E2 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
680,107019,14/25 XLPE XPTC N/S Cable para bandeja E2 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
681,107020,14/37C XLPE XPTC N/S Cable para bandeja E2 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
682,107021,2/3C XLPE XPTC N/S Cable para bandeja w/G M4 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
683,107022,2/4C XLPE XPTC N/S Cable para bandeja w/G M4 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
684,107023,4/3C XLPE XPTC N/S Cable para bandeja w/G M4 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
685,107024,4 AWG 4 conductores XLPE XPTC Cable para bandeja con tierra,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
686,107025,6/3C XLPE XPTC N/S Cable para bandeja w/G M4 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
687,107026,6 AWG 4 conductores XLPE XPTC Cable para bandeja con tierra,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
688,107027,8/3C XLPE XPTC N/S Cable para bandeja w/G M4 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
689,107028,8/4C XLPE XPTC N/S Cable para bandeja w/G M4 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
690,107029,1/0-3C XLPE XPTC N/S Cable para bandeja w/G M4 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
691,107030,1/0 AWG 4 conductores XLPE XPTC Cable para bandeja con tierra,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
692,107031,10/3C XLPE XPTC N/S Cable para bandeja w/G E2 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
693,107032,12/3C XLPE XPTC N/S Cable para bandeja w/G E2 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
694,107033,2/0-3C XLPE XPTC N/S Cable para bandeja w/G M4 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
695,107034,2/0 AWG 4 conductores XLPE XPTC Cable para bandeja con tierra,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
696,107035,250/3C XLPE XPTC N/S Cable para bandeja w/G M4 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
697,107036,350/3C XLPE XPTC N/S Cable para bandeja w/G M4 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
698,107037,4/0-3C XLPE XPTC N/S Cable para bandeja w/G M4 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
699,107038,4/0-4C XLPE XPTC N/S Cable para bandeja w/G M4 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
700,107039,500/3C XLPE XPTC N/S Cable para bandeja w/G M4 600V ER,xlpe-xptc,Cable XLPE/XPTC,alta,\bXLPE\b|\bXPTC\b|\bXHHW\b|\bUSE-?2\b,,Cable para bandeja / tray cable|Cables especiales
701,107040,2/3C Bus bajante 60C 600V,bus-bajante,Cable bus bajante,alta,bus bajante,,Cables apantallados|Cables especiales
702,107041,6/3C Bus bajante 60C 600V,bus-bajante,Cable bus bajante,alta,bus bajante,,Cables apantallados|Cables especiales
703,107042,8/3C Bus bajante 60C 600V,bus-bajante,Cable bus bajante,alta,bus bajante,,Cables apantallados|Cables especiales
704,107043,10/3C Bus bajante 60C 600V,bus-bajante,Cable bus bajante,alta,bus bajante,,Cables apantallados|Cables especiales
705,107044,12/3C Bus bajante 60C 600V,bus-bajante,Cable bus bajante,alta,bus bajante,,Cables apantallados|Cables especiales
706,107045,12/4C Bus bajante 60C 600V,bus-bajante,Cable bus bajante,alta,bus bajante,,Cables apantallados|Cables especiales
707,107046,14/3C Bus bajante 60C 600V,bus-bajante,Cable bus bajante,alta,bus bajante,,Cables apantallados|Cables especiales
708,107047,2/3C+12/4C VNTC N/S w/tierra M4 600V ER,vntc-bandeja,Cable VNTC para bandeja,alta,\bVNTC\b,,Cable para bandeja / tray cable|Cables especiales
709,107048,4/3C+12/4C VNTC N/S w/tierra M4 600V ER,vntc-bandeja,Cable VNTC para bandeja,alta,\bVNTC\b,,Cable para bandeja / tray cable|Cables especiales
710,107049,6/3C+12/4C VNTC N/S w/tierra M4 600V ER,vntc-bandeja,Cable VNTC para bandeja,alta,\bVNTC\b,,Cable para bandeja / tray cable|Cables especiales
711,107050,8/3C+12/4C VNTC N/S w/tierra M4 600V ER,vntc-bandeja,Cable VNTC para bandeja,alta,\bVNTC\b,,Cable para bandeja / tray cable|Cables especiales
712,107051,12/3C+14/4C VNTC N/S w/tierra M4 600V ER,vntc-bandeja,Cable VNTC para bandeja,alta,\bVNTC\b,,Cable para bandeja / tray cable|Cables especiales
713,107052,10/2C FREP/CPE N/S Cable para bandeja E2 600V TC plano,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
714,107053,10/3C FREP/CPE N/S Cable para bandeja E2 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
715,107054,10/4C FREP/CPE N/S Cable para bandeja E2 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
716,107055,10/5C FREP/CPE N/S Cable para bandeja E2 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
717,107056,10/7C FREP/CPE N/S Cable para bandeja E2 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
718,107057,10/9C FREP/CPE N/S Cable para bandeja E2 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
719,107058,10/12C FREP/CPE N/S Cable para bandeja E2 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
720,107059,12/2C FREP/CPE N/S Cable para bandeja E2 600V TC plano,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
721,107060,12/3C FREP/CPE N/S Cable para bandeja E2 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
722,107061,12/4C FREP/CPE N/S Cable para bandeja E2 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
723,107062,12/5C FREP/CPE N/S Cable para bandeja E2 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
724,107063,12/7C FREP/CPE N/S Cable para bandeja E2 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
725,107064,12/9C FREP/CPE N/S Cable para bandeja E2 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
726,107065,12/12C FREP/CPE N/S Cable para bandeja E2 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
727,107066,12/15C FREP/CPE N/S Cable para bandeja E2 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
728,107067,12/19C FREP/CPE N/S Cable para bandeja E2 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
729,107068,12/37C FREP/CPE N/S Cable para bandeja E2 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
730,107069,14/2C FREP/CPE N/S Cable para bandeja E2 600V TC plano,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
731,107070,14/3C FREP/CPE N/S Cable para bandeja E2 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
732,107071,14/4C FREP/CPE N/S Cable para bandeja E2 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
733,107072,14/5C FREP/CPE N/S Cable para bandeja E2 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
734,107073,14/7C FREP/CPE N/S Cable para bandeja E2 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
735,107074,14/9C FREP/CPE N/S Cable para bandeja E2 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
736,107075,14/12C FREP/CPE N/S Cable para bandeja E2 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
737,107076,14/19C FREP/CPE N/S Cable para bandeja E2 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
738,107077,14/25C FREP/CPE N/S Cable para bandeja E2 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
739,107078,14/37C FREP/CPE N/S Cable para bandeja E2 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
740,107079,16/9C FREP/CPE N/S Cable para bandeja E2 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
741,107080,16/12C FREP/CPE N/S 600V M1/E2,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cables apantallados|Cables especiales
742,107081,16/24C FREP/CPE N/S 600V M1/E2,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cables apantallados|Cables especiales
743,107082,16/37C FREP-CPE N/S Cable para bandeja E2 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
744,107083,10/2C FREP/CPE N/S Cable para bandeja E1 600V TC plano,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
745,107084,10/3C FREP/CPE N/S Cable para bandeja E1 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
746,107085,10/4C FREP/CPE N/S Cable para bandeja E1 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
747,107086,12/2C FREP/CPE N/S Cable para bandeja E1 600V TC plano,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
748,107087,12/3C FREP/CPE N/S Cable para bandeja E1 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
749,107088,12/4C FREP/CPE N/S Cable para bandeja E1 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
750,107089,12/5C FREP/CPE N/S 600V M1/E1,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cables apantallados|Cables especiales
751,107090,12/7C FREP/CPE N/S Cable para bandeja E1 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
752,107091,12/12C FREP/CPE N/S Cable para bandeja E1 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
753,107092,14/2C FREP/CPE N/S Cable para bandeja E1 600V TC plano,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
754,107093,14/3C FREP/CPE N/S Cable para bandeja E1 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
755,107094,14/4C FREP/CPE N/S Cable para bandeja E1 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
756,107095,14/5C FREP/CPE N/S Cable para bandeja E1 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
757,107096,14/7C FREP/CPE N/S Cable para bandeja E1 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
758,107097,14/9C FREP/CPE N/S Cable para bandeja E1 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
759,107098,14/12C FREP/CPE N/S Cable para bandeja E1 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
760,107099,16/3C FREP/CPE apantallado Cable para bandeja E2 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
761,107100,18/2C FREP/CPE SHLD 600V M1/E2,multiconductor-datos-audio,Multiconductor de datos y audio,alta,multiconductor|databus|fieldbus|profibus|audio comercial|datalene|\bSHLD\b,,Cables apantallados|Cables especiales
762,107101,2/3C FREP/CPE N/S Cable para bandeja M4 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
763,107102,2/4C FREP/CPE N/S Cable para bandeja w/G M4 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
764,107103,4/3C FREP/CPE N/S Cable para bandeja w/G M4 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
765,107104,4/4C FREP/CPE N/S Cable para bandeja w/G M4 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
766,107105,6/3C FREP/CPE N/S Cable para bandeja w/G M4 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
767,107106,6/4C FREP/CPE N/S Cable para bandeja w/G M4 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
768,107107,8/3C FREP/CPE N/S Cable para bandeja w/G M4 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
769,107108,8/4C FREP/CPE N/S Cable para bandeja w/G M4 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
770,107109,1/0-3C FREP/CPE N/S Cable para bandeja w/G M4 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
771,107110,2/0-3C FREP/CPE N/S Cable para bandeja M4 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
772,107111,350/3C FREP/CPE M4 600V TC-ER,lszh-tc-er,Cable LSZH TC-ER,alta,smoke zero halogen|\bLSZH\b|\bTC-ER\b,,Cable para bandeja / tray cable|Cables especiales
773,107112,500/3C FREP/CPE N/S Cable para bandeja w/G M4 600V ER,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cable para bandeja / tray cable|Cables especiales
774,107113,16/1TR OS W/drenaje FREP/CPE,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cables apantallados|Cables especiales
775,107114,16/3TR STOS W/drenaje FREP/CPE,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cables apantallados|Cables especiales
776,107115,16/4TR STOS W/drenaje FREP/CPE,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cables apantallados|Cables especiales
777,107116,16/6TR STOS W/drenaje FREP/CPE,frep-cpe,Cable FREP/CPE,alta,\bFREP\b|\bCPE\b,,Cables apantallados|Cables especiales
